ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,OpSys,Age,Gender,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,NEWCollabToolsWantToWorkWith
2124,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,10,19,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;DevOps specialist",51468.0,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Clojure;Elixir;Go;Kotlin;Rust;TypeScript,Elasticsearch;MongoDB;PostgreSQL,Cassandra;DynamoDB;PostgreSQL;SQLite,AWS;Docker;Slack,AWS;Docker;Google Cloud Platform;Kubernetes;Microsoft Azure;Raspberry Pi;Slack,Flask;React.js;Spring;Other(s):,Angular/Angular.js;Express;React.js;Spring;Vue.js,,Linux-based,34.0,Man,Node.js;Other(s):,Ansible;.NET Core;Other(s):,Hobby,
2135,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,4,9,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile",23772.0,HTML/CSS;JavaScript;PHP,C#;JavaScript,MongoDB,,Android;iOS,Android;Docker;Google Cloud Platform;Kubernetes,Express;jQuery;Laravel;React.js,Angular/Angular.js;Express;React.js,,MacOS,28.0,Man,Node.js;React Native;Unity 3D,Node.js;React Native;Unity 3D;Unreal Engine,Hobby,
2152,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,8,12,"Developer, back-end;Developer, full-stack",45715.0,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Ruby,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Ruby,MySQL;PostgreSQL;Redis,PostgreSQL;Redis,AWS;Docker;Heroku;Linux;Slack,AWS;Docker;Kubernetes;Linux,jQuery;Ruby on Rails;Other(s):,Ruby on Rails;Other(s):,,Linux-based,32.0,Man,Other(s):,Unity 3D;Other(s):,Hobby;Contribute to open-source projects,
2178,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",13,15,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile;Educator",20484.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL,C#;HTML/CSS;Java;JavaScript;Objective-C;SQL,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,Android;Arduino;AWS;Linux;Raspberry Pi;Windows,Arduino;Linux;Raspberry Pi;Windows,Angular/Angular.js;ASP.NET;Flask;React.js;Spring,Spring,,Windows,38.0,Man,.NET,.NET,Contribute to open-source projects,
2180,I am a developer by profession,"Not employed, but looking for work","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",,Less than 1 year,2,"Developer, front-end",,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL,,Android;Docker;Heroku,Google Cloud Platform,Angular/Angular.js;Express;jQuery;Spring;Vue.js,Angular/Angular.js;jQuery;React.js,,MacOS,23.0,Man,,React Native,Contribute to open-source projects,
2189,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees",2,2,Product manager,,,Python;R,,MySQL,,Microsoft Azure,,,,Windows,32.0,Man,,Apache Spark,Hobby,
2276,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,24,22,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack",8856.0,HTML/CSS;Java;JavaScript;PHP;SQL,C;C++;HTML/CSS;JavaScript;Python;SQL;TypeScript,MongoDB;MySQL;PostgreSQL,Firebase;MongoDB;PostgreSQL;Redis,Docker;Google Cloud Platform;Heroku;WordPress,Android;Arduino;AWS;Docker;Google Cloud Platform;Heroku;iOS;Kubernetes;Raspberry Pi;Slack,Express;React.js;Vue.js,Express;Vue.js,,MacOS,34.0,Man,Node.js,Node.js;React Native;TensorFlow,Hobby;Contribute to open-source projects,
2303,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,5,10,"Designer;Developer, full-stack;Developer, game or graphics;Educator",5904.0,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Python;WebAssembly,MariaDB;MongoDB;MySQL;SQLite,MongoDB;SQLite,Android;Arduino;Heroku;Windows;WordPress,Windows,Angular/Angular.js;Express;Vue.js,Express;Vue.js,,Windows,28.0,Man,Cordova;Node.js;Unity 3D,Node.js,Hobby;Contribute to open-source projects,
2320,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",8,9,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",16392.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python,Go;HTML/CSS;Python;TypeScript,PostgreSQL;SQLite,,Android;AWS;Docker;Google Cloud Platform;iOS;Kubernetes;Linux;Slack,Docker;Google Cloud Platform;Kubernetes;Linux;Slack,Django;React.js,Django;Flask;React.js,,Linux-based,27.0,Man,Node.js;React Native,Node.js;React Native,Hobby;Contribute to open-source projects,
2400,I am a developer by profession,Employed part-time,,10 to 19 employees,17,4,"Developer, full-stack",4584.0,JavaScript;Ruby,Elixir;Java;JavaScript;Ruby,MySQL;Oracle;SQLite,Firebase;MySQL;Oracle;Redis,Android;Arduino;AWS;Heroku;Linux;MacOS;Slack,Android;AWS;Google Cloud Platform;Heroku;Linux;MacOS;Slack,jQuery;Ruby on Rails,React.js;Ruby on Rails;Vue.js,,Linux-based,18.0,Man,,React Native,Hobby;Contribute to open-source projects,
2528,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,7,12,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Product manager",22296.0,JavaScript;Python,JavaScript;Python;SQL,PostgreSQL,Elasticsearch;PostgreSQL,Heroku,Docker;Heroku,Django;React.js,Django;React.js,,Linux-based,29.0,Man,,Node.js;React Native,Hobby;Contribute to open-source projects,
2542,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,11,19,"Developer, back-end;Developer, front-end;Developer, full-stack;Product manager",12780.0,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Python;R;SQL;TypeScript,Microsoft SQL Server;MySQL;Oracle,Microsoft SQL Server;Redis,Microsoft Azure;Windows,Android;Docker;iOS;Microsoft Azure;Raspberry Pi;Windows,ASP.NET;jQuery,Angular/Angular.js;ASP.NET;jQuery;Vue.js,,Windows,33.0,Man,.NET,.NET;.NET Core;Node.js;Unity 3D;Xamarin,Hobby;Contribute to open-source projects,
2547,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",2,3,"Developer, back-end;Developer, full-stack",10164.0,Java;JavaScript;Python;SQL;TypeScript,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL,Microsoft SQL Server;Oracle;PostgreSQL,MongoDB;PostgreSQL,Docker;Kubernetes;Linux;Windows,Docker;Kubernetes;Linux;Slack;Windows,Angular/Angular.js,Angular/Angular.js;Django;Spring,,Windows,25.0,Man,Node.js,Node.js;TensorFlow;Torch/PyTorch,,
2662,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,4,6,"Developer, back-end;Developer, front-end;Developer, full-stack",65568.0,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;Python;SQL,C;C++;HTML/CSS;JavaScript;Python,Elasticsearch;MongoDB;MySQL;Oracle;PostgreSQL,Elasticsearch;PostgreSQL,Android;Arduino;AWS;Docker;Heroku;IBM Cloud or Watson;Kubernetes;Linux;MacOS;Raspberry Pi;WordPress,Arduino;AWS;Docker;Heroku;Kubernetes;Linux;MacOS;Raspberry Pi,Angular/Angular.js;Express;Flask;Vue.js,Django;Express;Flask;Vue.js,,MacOS,21.0,Man,Cordova;Node.js,Node.js,Hobby;Contribute to open-source projects,
2687,I am a developer by profession,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,1,4,"Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Student",8856.0,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript,Bash/Shell/PowerShell;HTML/CSS;JavaScript,Firebase;PostgreSQL,Firebase;PostgreSQL,Android;Google Cloud Platform;Heroku;iOS;Linux;WordPress,Google Cloud Platform;Heroku;Linux,ASP.NET;Ruby on Rails;Vue.js,Vue.js,,Linux-based,19.0,Man,.NET;.NET Core;Node.js;Unity 3D;Xamarin,.NET Core;Node.js;TensorFlow;Unity 3D,Hobby;Contribute to open-source projects,
2719,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,18,19,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack",16392.0,HTML/CSS;JavaScript;PHP;SQL,Go;Kotlin;PHP;SQL;TypeScript,MariaDB;MySQL;Oracle;SQLite,MariaDB;MongoDB;MySQL;Oracle;SQLite,Docker;Linux;Windows;WordPress,Android;AWS;Docker;Kubernetes;Linux;Slack;Windows,jQuery;Laravel,Angular/Angular.js;jQuery;Laravel;React.js;Vue.js,,Windows,42.0,Man,,Node.js;React Native,Hobby;Contribute to open-source projects,
2742,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",2-9 employees,2,15,"Data scientist or machine learning specialist;Developer, full-stack",16656.0,C;C#;HTML/CSS;Java;Python;SQL,Kotlin;Python,Cassandra;Firebase;MongoDB;PostgreSQL,Firebase,Android;Docker;Linux;Windows,Android;Docker;Linux;Raspberry Pi;Windows,Spring;Vue.js,Express;Vue.js,,Linux-based,30.0,Man,Apache Spark;Pandas,Apache Spark;Hadoop;Node.js;Pandas;TensorFlow;Torch/PyTorch,Hobby;Contribute to open-source projects,
2804,I am a developer by profession,Employed part-time,Some college/university study without earning a degree,100 to 499 employees,2,5,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Student",8520.0,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C#;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;TypeScript,Elasticsearch;MySQL;PostgreSQL;SQLite,Firebase;MariaDB;MongoDB;PostgreSQL,Docker;Heroku;Windows,Android;AWS;Raspberry Pi,Angular/Angular.js;ASP.NET;jQuery,Angular/Angular.js;React.js;Vue.js,,Windows,23.0,Woman,,CryEngine;React Native;Unity 3D;Unreal Engine,Hobby,
2862,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",500 to 999 employees,13,13,"Developer, back-end;Developer, full-stack;Scientist",36060.0,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;R;SQL,Bash/Shell/PowerShell;Elixir;HTML/CSS;JavaScript;Python;R;Ruby;SQL,DynamoDB;Elasticsearch;MongoDB;Oracle;PostgreSQL;Redis;SQLite,Elasticsearch;MongoDB;PostgreSQL;Redis;SQLite,AWS;Docker;Linux;MacOS;Slack,Arduino;AWS;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux;MacOS;Microsoft Azure;Raspberry Pi;Slack,Express;Flask;React.js,Django;Express;Flask;React.js;Ruby on Rails;Vue.js,,MacOS,30.0,Man,Ansible;Chef;Node.js;Pandas,Chef;Hadoop;Node.js;Pandas;TensorFlow,Contribute to open-source projects,
2947,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,21,6,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, mobile",,HTML/CSS;Java;JavaScript;Python;SQL,Elixir;JavaScript;Kotlin;Python;R,Elasticsearch;Firebase;MySQL;Oracle,Elasticsearch;Firebase,Android;Windows,Android;Arduino;AWS;Docker;Heroku;IBM Cloud or Watson;iOS;Raspberry Pi;Slack;Windows,Angular/Angular.js;Django;jQuery;React.js,Angular/Angular.js;Django;React.js;Ruby on Rails;Vue.js,,Windows,23.0,Man,React Native,Cordova;Node.js;Pandas;React Native;TensorFlow,Hobby;Contribute to open-source projects,
2980,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","10,000 or more employees",15,30,Academic researcher;Data scientist or machine learning specialist;Engineering manager;Scientist,,Assembly;C;Python,C;Python;R;Other(s):,,,,,,,,Windows,39.0,Man,Pandas,Hadoop;Pandas;TensorFlow;Torch/PyTorch,,
3132,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",10,13,"Developer, front-end",27864.0,HTML/CSS;JavaScript,HTML/CSS;JavaScript;Python,,DynamoDB,,,Express;React.js,Express;React.js,,Linux-based,28.0,Man,Node.js;Pandas,Node.js;Pandas;TensorFlow,Contribute to open-source projects,
3155,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6,6,"Developer, desktop or enterprise applications",36060.0,Other(s):,Bash/Shell/PowerShell;JavaScript;Python;R,,,,Docker,Express,Express;Other(s):,,Windows,30.0,Man,Node.js,Node.js;TensorFlow,Hobby,
3195,I code primarily as a hobby,Employed full-time,Associate degree,"5,000 to 9,999 employees",,5,"DevOps specialist;Engineer, site reliability;System administrator",,Assembly;Bash/Shell/PowerShell;C;PHP;Python;SQL,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;Python;Rust;SQL,Firebase;MariaDB;MySQL;PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;SQLite,Linux;MacOS,Linux;MacOS,Flask;jQuery,Flask;jQuery;React.js;Vue.js,,Linux-based,49.0,Man,Ansible;Chef;Puppet,Ansible;Chef;Hadoop;Puppet;TensorFlow,Hobby;Contribute to open-source projects,
3287,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (BA, BS, B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",16,4,"Developer, front-end;Developer, full-stack",,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;SQL,,Firebase;MongoDB;MySQL;PostgreSQL;Redis,,Docker;Google Cloud Platform;Heroku;Linux,Angular/Angular.js;Express;React.js,Express;React.js,,Linux-based,23.0,Man,Node.js,Node.js,Hobby,
3378,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Other doctoral degree (Ph.D, Ed.D., etc.)",100 to 499 employees,10,20,Educator;Scientist,49176.0,C++;C#;VBA,C++,Microsoft SQL Server,,Windows,,,,,Windows,48.0,Man,,,Hobby;Contribute to open-source projects,
3388,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,"1,000 to 4,999 employees",3,4,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Student",7212.0,Java;PHP,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,MySQL;Oracle;PostgreSQL,Microsoft SQL Server,Android,Arduino;Linux;Raspberry Pi;Slack;Windows,,ASP.NET;jQuery;Vue.js,,Windows,21.0,Man,,.NET;.NET Core;Node.js,Hobby,
3442,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",2-9 employees,2,2,"Developer, full-stack;Senior executive/VP;System administrator",12000.0,C#;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;Kotlin;SQL,Firebase;SQLite,,Android;Raspberry Pi;Windows,Android;iOS;Raspberry Pi;Windows,ASP.NET,ASP.NET,,Windows,34.0,Man,.NET;.NET Core;Xamarin,.NET;.NET Core;Xamarin,Hobby,
3466,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3,3,"Developer, back-end",,Java;JavaScript;Python,Java;JavaScript;Python,MongoDB;MySQL;PostgreSQL,MongoDB;PostgreSQL,AWS;Docker;Linux;Windows,AWS;Docker;Heroku;Linux;Windows,Angular/Angular.js;Express;jQuery;Spring,Angular/Angular.js;jQuery;Spring,,Linux-based,29.0,Man,Cordova,Cordova,Hobby,
3597,I am a developer by profession,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,6,8,"Developer, back-end;Developer, full-stack;Developer, mobile",26232.0,Java;JavaScript;SQL,Java;SQL;TypeScript,Oracle;PostgreSQL;SQLite,PostgreSQL,Android;Linux;MacOS,Docker;Linux,Angular/Angular.js;jQuery;Spring,Angular/Angular.js;Spring;Vue.js,,MacOS,27.0,Man,Cordova,,Contribute to open-source projects,
3614,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,6,6,Designer,14916.0,HTML/CSS,JavaScript,,,WordPress,,Other(s):,Vue.js,,Windows,37.0,Man,,,,
3643,I am a developer by profession,"Not employed, but looking for work","Bachelor’s degree (BA, BS, B.Eng., etc.)",,1,18,"Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test;Student",,HTML/CSS;JavaScript;PHP;SQL,HTML/CSS;JavaScript;PHP;SQL;TypeScript,MariaDB;MongoDB;MySQL,MariaDB;MongoDB;MySQL,Windows,Windows,Angular/Angular.js;jQuery,,,Windows,30.0,Man,Node.js,Node.js,Hobby;Contribute to open-source projects,
3680,I am a developer by profession,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",,8,12,"Developer, full-stack",,Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;JavaScript;SQL;Other(s):,Bash/Shell/PowerShell;C;C++;C#;Go;HTML/CSS;JavaScript;Python;SQL,Firebase;MongoDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,MongoDB;Microsoft SQL Server;Oracle;PostgreSQL;SQLite,Android;Windows;Other(s):,Android;Docker;Linux;Windows;Other(s):,ASP.NET;Express;jQuery;React.js;Vue.js,ASP.NET;Express;jQuery;React.js;Vue.js,,Windows,31.0,Man,.NET;.NET Core;Node.js,.NET;.NET Core;Node.js;React Native,Hobby,
3713,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,5,5,"Data or business analyst;Data scientist or machine learning specialist;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;System administrator",11472.0,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL,Bash/Shell/PowerShell;C;C++;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;SQL;TypeScript,Firebase;MariaDB;MongoDB;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;SQLite,MariaDB;MongoDB;MySQL;Oracle;PostgreSQL;SQLite,Android;Heroku;Linux;Slack;Windows;WordPress,Arduino;AWS;Docker;Google Cloud Platform;Heroku;IBM Cloud or Watson;Linux;MacOS;Slack;Windows,ASP.NET;Django;jQuery;Laravel;Spring,Angular/Angular.js;Django;Flask;jQuery;React.js;Ruby on Rails;Spring;Vue.js,,Linux-based,24.0,Man,.NET;.NET Core;Node.js,.NET;.NET Core;Node.js;Pandas,Hobby,
3836,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Master’s degree (MA, MS, M.Eng., MBA, etc.)",10 to 19 employees,20,22,"Developer, full-stack;Developer, mobile",45000.0,Bash/Shell/PowerShell;C;HTML/CSS;Objective-C;Swift,Bash/Shell/PowerShell;Go;Objective-C;Swift,Firebase,Firebase,Google Cloud Platform;iOS;MacOS;Slack,Google Cloud Platform;iOS;MacOS;Slack,,,,MacOS,45.0,Man,,,Hobby;Contribute to open-source projects,
3843,I am a student who is learning to code,"Not employed, but looking for work",Associate degree,,,1,"Designer;Developer, front-end;Student",,HTML/CSS;JavaScript;Python,Ruby,,,,,React.js;Vue.js,Ruby on Rails,,MacOS,23.0,Woman,Node.js,,Hobby,
3862,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",7,11,"Developer, full-stack",20489.0,C#;HTML/CSS;JavaScript;SQL;TypeScript,C#;HTML/CSS;JavaScript;Kotlin;SQL;TypeScript,Firebase;MongoDB;Microsoft SQL Server,Elasticsearch;Firebase;Microsoft SQL Server,Android;Docker;Heroku;iOS;Windows,Android;Docker;Heroku;iOS;Windows,Angular/Angular.js;ASP.NET;Express;jQuery,Angular/Angular.js;ASP.NET;Express;jQuery;React.js;Vue.js,,Windows,26.0,Man,.NET;.NET Core;Node.js,.NET;.NET Core;Node.js;React Native,Hobby;Contribute to open-source projects,
3863,I am a developer by profession,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,2,8,"Academic researcher;Data scientist or machine learning specialist;Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Engineer, data",8196.0,C#;HTML/CSS;JavaScript;Python;TypeScript,C#;F#;Go;HTML/CSS;JavaScript;Python;Swift;TypeScript;WebAssembly,Microsoft SQL Server;MySQL,,Arduino;Windows,Arduino;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure;Raspberry Pi;Windows,Angular/Angular.js;ASP.NET;Express;Other(s):,Angular/Angular.js;ASP.NET;Express;React.js,,Windows,22.0,Man,.NET;Node.js;Pandas,Node.js;Pandas;React Native;TensorFlow;Unreal Engine,Hobby;Contribute to open-source projects,
