ResponseId,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,DevEnviron,OpSys,Age,Gender,CodingActivities,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,MainBranch
3144,Employed full-time,,Fewer than 10 employees,3-5 years,9-11 years,Back-end developer;System administrator,18720.0,Java;JavaScript;Bash/Shell,Clojure;Java;JavaScript;Kotlin;Bash/Shell,MongoDB;MySQL;PostgreSQL;SQLite;MariaDB,MongoDB;MySQL;PostgreSQL;SQLite;MariaDB,Android;Linux;Windows Desktop or Server,Android;Linux;Windows Desktop or Server,Angular;Spring,Angular;Hadoop;Node.js;Spring;TensorFlow,Android Studio;IntelliJ;NetBeans;Sublime Text;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
3159,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","10,000 or more employees",0-2 years,3-5 years,Back-end developer;Database administrator;Mobile developer;Student,,Assembly;C;C++;Haskell;JavaScript;Julia;Matlab;Objective-C;Python;Swift;TypeScript;HTML;CSS,Go;JavaScript;Objective-C;Python;Swift;HTML;CSS,MySQL;SQLite;Neo4j,,Apple Watch or Apple TV;iOS;Mac OS;Firebase,Apple Watch or Apple TV;iOS;Mac OS,Angular;Node.js,Angular;Node.js,Vim;Visual Studio Code;Xcode,MacOS,,,Contribute to open-source projects,,,,,
3253,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,0-2 years,6-8 years,Back-end developer;Full-stack developer,9360.0,JavaScript;Ruby;HTML;CSS,Erlang;Python;Ruby;HTML,MongoDB;Redis;MySQL;SQLite;Elasticsearch,MongoDB;Redis;MySQL;SQLite;Elasticsearch,,,Angular,,RubyMine,MacOS,18 - 24 years old,Male,Contribute to open-source projects,,,,,
3277,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",9-11 years,9-11 years,Back-end developer;Desktop or enterprise applications developer;DevOps specialist;Front-end developer;Full-stack developer;Mobile developer,26760.0,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
3344,Employed full-time,Primary/elementary school,Fewer than 10 employees,,9-11 years,Back-end developer;Database administrator;System administrator,,Java;Lua;PHP;SQL;HTML;CSS,PHP,MongoDB;Redis;MySQL;PostgreSQL;Memcached,,Android;Arduino;Linux;Windows Desktop or Server;WordPress,,,,,,,,Hobby;Contribute to open-source projects,,,,,
3360,Employed part-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,0-2 years,3-5 years,Back-end developer;Database administrator;Designer;Front-end developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
3422,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,3-5 years,9-11 years,Data or business analyst;Data scientist or machine learning specialist,34812.0,Python;SQL,Python;SQL,SQL Server;SQLite;Oracle;IBM Db2,"Cassandra;MongoDB;Oracle;Amazon Redshift;Google BigQuery;Microsoft Azure (Tables, CosmosDB, SQL, etc);Neo4j",IBM Cloud or Watson;Windows Desktop or Server,AWS;Azure;IBM Cloud or Watson;Windows Desktop or Server,Django,Django;Spark;TensorFlow;Torch/PyTorch,Atom;IPython / Jupyter;Notepad++;Sublime Text,Windows,25 - 34 years old,Male,Contribute to open-source projects,,,,,
3440,Employed full-time,Associate degree,"1,000 to 4,999 employees",3-5 years,6-8 years,Back-end developer;Data or business analyst;Database administrator;Front-end developer;Full-stack developer,,JavaScript;PHP;Python;SQL;HTML;CSS,Go;Hack;JavaScript;PHP;Python;SQL;Swift;Kotlin;HTML;CSS,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB,MongoDB;SQL Server;MySQL;MariaDB,Arduino;Linux;Mac OS,Arduino;AWS;iOS;Mac OS;Raspberry Pi;WordPress,,Angular;Node.js;React;Cordova;Spring,Eclipse;NetBeans;Notepad++;Sublime Text,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
3526,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,18-20 years,21-23 years,Back-end developer;Data or business analyst;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Product manager,,C;C#;Java;JavaScript;PHP;Python;SQL;VB.NET;Visual Basic 6;Delphi/Object Pascal;HTML;CSS,Erlang;Go;R;TypeScript,SQL Server;MySQL;Amazon RDS/Aurora,MongoDB;Redis;Neo4j,AWS;Linux;Windows Desktop or Server,Android;Azure;iOS;Firebase,,Django;Node.js;Xamarin,NetBeans;Notepad++;PyCharm;Visual Studio;Visual Studio Code,Windows,,Male,Hobby;Contribute to open-source projects,,,,,
3529,Employed full-time,Associate degree,Fewer than 10 employees,3-5 years,3-5 years,Full-stack developer;Student,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
3584,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,3-5 years,Back-end developer;Front-end developer;Mobile developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
3872,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",0-2 years,9-11 years,Front-end developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
3902,Employed full-time,Associate degree,100 to 499 employees,,3-5 years,Designer;Front-end developer;Full-stack developer;QA or test developer;Student,,Java;JavaScript;SQL;TypeScript;HTML;CSS,Java;JavaScript;SQL;TypeScript;HTML;CSS,"MongoDB;MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)","MongoDB;MySQL;PostgreSQL;Microsoft Azure (Tables, CosmosDB, SQL, etc)",Android;Heroku;Mac OS;Firebase,Android;Mac OS,Angular;Node.js;React,Node.js;React,,,,,Hobby;Contribute to open-source projects,,,,,
3939,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,9-11 years,9-11 years,Back-end developer;Engineering manager;Full-stack developer;Product manager,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
3941,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,3-5 years,Full-stack developer,,JavaScript;PHP;SQL;HTML;CSS,JavaScript,MySQL;MariaDB,MongoDB;MySQL;MariaDB;Elasticsearch,AWS;Google Cloud Platform/App Engine;Linux,AWS;Heroku;iOS;Linux;Mac OS,,Angular;React,NetBeans;Notepad++;Sublime Text;Vim,MacOS,25 - 34 years old,Female,Contribute to open-source projects,,,,,
3942,Employed part-time,Some college/university study without earning a degree,Fewer than 10 employees,0-2 years,6-8 years,Back-end developer;Database administrator;Designer;Front-end developer;Full-stack developer;System administrator,7488.0,JavaScript;PHP;SQL;HTML;CSS,C++;JavaScript;PHP;SQL;Kotlin,MariaDB;Elasticsearch,MariaDB;Elasticsearch,AWS;Linux;WordPress,AWS;Linux,Angular,Angular,Vim;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
3956,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,6-8 years,9-11 years,DevOps specialist;System administrator,18720.0,Clojure;Python;Scala;SQL;Bash/Shell,Clojure;Python;Rust;Scala;Bash/Shell,Cassandra;Redis;PostgreSQL,Cassandra;Redis;PostgreSQL,AWS;Linux;Serverless;WordPress,AWS;Linux;Raspberry Pi;Serverless,Spark,Spark,IntelliJ;IPython / Jupyter;Sublime Text;Vim,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4056,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",100 to 499 employees,18-20 years,30 or more years,Back-end developer,59264.0,Java;SQL;Bash/Shell,Java;Bash/Shell,Redis;MySQL,Redis;MySQL;Neo4j,,,,,Atom;IntelliJ,Linux-based,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
4059,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,9-11 years,9-11 years,Back-end developer;Full-stack developer,24708.0,C#;Java;TypeScript,C#;F#;Go;Rust;TypeScript,"MongoDB;Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch","MongoDB;Redis;SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc);Elasticsearch",AWS;Azure;SharePoint,Azure;Google Cloud Platform/App Engine;Serverless,Angular;.NET Core;React,.NET Core;Node.js;React,Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4117,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",100 to 499 employees,,24-26 years,Back-end developer;Front-end developer;Full-stack developer,,Java;JavaScript;HTML;CSS,C;C++;Go;Java;JavaScript;Objective-C;Python;Swift;TypeScript;Kotlin,MongoDB;SQL Server;MySQL;PostgreSQL;MariaDB,,Android;Google Cloud Platform/App Engine;Linux;Mac OS;Firebase,Android;Linux;Mac OS;Firebase,Angular;Node.js;Spark;Spring,Angular;Node.js;React;Cordova;Spring,Android Studio;Atom;Eclipse;Notepad++,Windows,,,Hobby;Contribute to open-source projects,,,,,
4121,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)","1,000 to 4,999 employees",9-11 years,12-14 years,Back-end developer;Database administrator;Desktop or enterprise applications developer;Engineering manager;Full-stack developer,33684.0,C#;Go;Java;JavaScript;SQL;VBA;Visual Basic 6;HTML;CSS;Bash/Shell,Go;JavaScript;Python;SQL;Swift;HTML;CSS;Bash/Shell,Redis;MySQL;Amazon RDS/Aurora,"MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Amazon DynamoDB;Amazon Redshift;Amazon RDS/Aurora;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage;Neo4j",AWS,Android;Arduino;AWS;Azure;Google Cloud Platform/App Engine;Raspberry Pi;Serverless,Node.js,.NET Core;Node.js,Visual Studio Code,MacOS,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
4132,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,,12-14 years,Mobile developer,,Java;JavaScript;Kotlin,Java,MySQL,,Android;Firebase,Android;Firebase,,,Android Studio;IntelliJ,Windows,,,Contribute to open-source projects,,,,,
4163,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",500 to 999 employees,12-14 years,12-14 years,Back-end developer;DevOps specialist;Full-stack developer,,C#;Go;Java;JavaScript;PHP;Python;Ruby;SQL;Bash/Shell,C#;Erlang;Go;Java;JavaScript;Python;Ruby;Scala;SQL;Kotlin;Bash/Shell,MongoDB;Redis;MySQL;Amazon DynamoDB;Amazon RDS/Aurora;Neo4j;Elasticsearch,MongoDB;Redis;MySQL;Amazon RDS/Aurora;Neo4j;Elasticsearch,Android;Arduino;AWS;Azure;ESP8266;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Raspberry Pi;Serverless;Firebase,Android;Arduino;AWS;Azure;ESP8266;Google Cloud Platform/App Engine;iOS;Linux;Mac OS;Raspberry Pi;Firebase,.NET Core;React;Spring,.NET Core;React;Spring,Atom;IntelliJ;PyCharm;Vim,Linux-based,,,Hobby;Contribute to open-source projects,,,,,
4209,Employed part-time,"Professional degree (JD, MD, etc.)",10 to 19 employees,,15-17 years,Back-end developer;Designer,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
4210,Employed full-time,"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20 to 99 employees,9-11 years,9-11 years,Back-end developer;Front-end developer;Full-stack developer,17220.0,C++;C#;JavaScript;Objective-C;SQL;Delphi/Object Pascal;HTML;CSS,C#;JavaScript;SQL;HTML;CSS,"SQL Server;Microsoft Azure (Tables, CosmosDB, SQL, etc)",SQL Server,Azure;iOS;Windows Desktop or Server;Windows Phone,,Xamarin,,Notepad++;Visual Studio,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4224,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","1,000 to 4,999 employees",3-5 years,6-8 years,Back-end developer;Full-stack developer,33684.0,Java;JavaScript;Ruby;Scala,JavaScript;Python;Ruby,,,Google Cloud Platform/App Engine;Linux;Mac OS,Google Cloud Platform/App Engine;Linux;Mac OS,,,IntelliJ;Vim,MacOS,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4387,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,3-5 years,3-5 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer;Student,4272.0,Assembly;Java;JavaScript;Objective-C;SQL;Swift;HTML;CSS,Go;JavaScript;Objective-C;SQL;Swift;Kotlin;HTML;CSS,MongoDB;MySQL;SQLite;Oracle,MongoDB,Apple Watch or Apple TV;Heroku;iOS;Linux,Android;Apple Watch or Apple TV;Heroku;iOS;Mac OS;Firebase,Angular;Node.js,Angular;Node.js;React,Eclipse;TextMate;Visual Studio Code;Xcode,MacOS,18 - 24 years old,Male,Contribute to open-source projects,,,,,
4435,Employed part-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,9-11 years,9-11 years,Back-end developer;Designer;DevOps specialist;Front-end developer;Student,,Java;JavaScript;PHP;Python;SQL;VBA;HTML;CSS;Bash/Shell,Assembly;Java;JavaScript;PHP;Python;SQL;VBA;HTML;CSS;Bash/Shell,SQL Server;MySQL;MariaDB,SQL Server;MySQL;MariaDB,Android;Arduino;Linux;Windows Desktop or Server,Android;Arduino;iOS;Linux;Mac OS;Windows Desktop or Server,Angular;React,Angular;React,Android Studio;Eclipse;IntelliJ;NetBeans;Notepad++;PHPStorm;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4567,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",Fewer than 10 employees,,3-5 years,Back-end developer;Database administrator;Designer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Marketing or sales professional;Mobile developer;System administrator,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
4686,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,3-5 years,3-5 years,Back-end developer;Data or business analyst,,,,,,,,,,,,,,Hobby;Contribute to open-source projects,,,,,
4719,Employed full-time,Some college/university study without earning a degree,"1,000 to 4,999 employees",18-20 years,18-20 years,Back-end developer;Full-stack developer,28068.0,C#;Java;JavaScript;SQL;TypeScript;Kotlin;Bash/Shell,C#;Java;JavaScript;Python;Bash/Shell,MongoDB;SQL Server;MySQL,MongoDB;MySQL;MariaDB,Android;Arduino;AWS;Azure;Linux;Raspberry Pi;Serverless;Windows Desktop or Server;WordPress;Firebase,Arduino;AWS;Linux;Raspberry Pi;Serverless;Windows Desktop or Server,.NET Core;Node.js;React;Spring,.NET Core;Node.js;React;Spring,Android Studio;Eclipse;IntelliJ;Notepad++;Visual Studio;Visual Studio Code,Windows,35 - 44 years old,Male,Hobby;Contribute to open-source projects,,,,,
4769,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",0-2 years,6-8 years,Data or business analyst;Data scientist or machine learning specialist,11232.0,Python;R,Python;R;SQL,Google Cloud Storage,SQL Server;MySQL;SQLite;Google Cloud Storage,,,,Hadoop,RStudio,Windows,18 - 24 years old,Female,Hobby;Contribute to open-source projects,,,,,
4800,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,12-14 years,12-14 years,Back-end developer;Data scientist or machine learning specialist;Database administrator;Full-stack developer;Mobile developer;Student;System administrator,20592.0,Assembly;C;C#;Java;JavaScript;SQL;TypeScript;VBA;VB.NET;HTML;CSS,C#;Java;JavaScript;Python;SQL;HTML;CSS,"SQL Server;MySQL;PostgreSQL;SQLite;Oracle;Microsoft Azure (Tables, CosmosDB, SQL, etc)",MongoDB;SQL Server;SQLite;Oracle,Android;Arduino;Google Cloud Platform/App Engine;IBM Cloud or Watson;iOS;Windows Desktop or Server;Firebase,Android;Google Cloud Platform/App Engine;iOS;Windows Desktop or Server;Firebase,Angular;.NET Core;Node.js;Cordova,Angular;.NET Core;Node.js;Cordova,Notepad++;Visual Studio;Visual Studio Code,Windows,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4811,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",20 to 99 employees,0-2 years,3-5 years,Back-end developer;Front-end developer;Full-stack developer,,JavaScript;PHP;SQL;HTML;CSS,Java;JavaScript;PHP;Python;R,MySQL;MariaDB,MongoDB;MySQL;PostgreSQL;MariaDB,,Amazon Echo;Android;Arduino;AWS;Heroku;iOS;Linux;Raspberry Pi;Windows Desktop or Server,Angular,Django;Node.js;React;Spring,Atom;PHPStorm;Sublime Text;Vim,Windows,,,Hobby;Contribute to open-source projects,,,,,
4864,Employed full-time,Some college/university study without earning a degree,100 to 499 employees,6-8 years,6-8 years,Full-stack developer,,C;JavaScript;PHP;Python;SQL;TypeScript;HTML;CSS,C#;Clojure;F#;Go;Java;Lua;Objective-C;Ruby;Kotlin,SQL Server;MySQL;Oracle,Cassandra;MongoDB;Redis;PostgreSQL;SQLite;MariaDB;IBM Db2;Amazon DynamoDB,Linux,Android;Apple Watch or Apple TV;Arduino;AWS;Azure;Drupal;ESP8266;Gaming console;Google Cloud Platform/App Engine;Google Home;Heroku;IBM Cloud or Watson;iOS;Mac OS;Mainframe;Serverless;Firebase,Node.js,Angular;.NET Core;Django;React;Cordova;Xamarin;TensorFlow;Torch/PyTorch,Atom;Eclipse;NetBeans;PHPStorm;Sublime Text;Visual Studio Code,Linux-based,25 - 34 years old,Male,Hobby;Contribute to open-source projects,,,,,
4892,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,0-2 years,3-5 years,Back-end developer;Desktop or enterprise applications developer;Front-end developer;Full-stack developer;Mobile developer;System administrator,,C#;Java;JavaScript;Ruby;SQL;TypeScript;HTML;CSS,JavaScript;Ruby;SQL;TypeScript;HTML;CSS,MySQL;PostgreSQL,PostgreSQL,Heroku;Linux;Mac OS,Linux;Mac OS,Angular,Angular,IntelliJ;Sublime Text;Visual Studio Code,Linux-based,18 - 24 years old,Male,Hobby;Contribute to open-source projects,,,,,
4914,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",20 to 99 employees,15-17 years,15-17 years,Front-end developer,,,,,,,,,,,,,,Contribute to open-source projects,,,,,
5037,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","10,000 or more employees",9-11 years,9-11 years,Full-stack developer;Mobile developer,7860.0,Java;JavaScript;SQL;TypeScript;Delphi/Object Pascal;HTML;CSS,,MongoDB;SQL Server,IBM Db2,Android;IBM Cloud or Watson;iOS;Linux,IBM Cloud or Watson,Angular;Node.js;Cordova,React,Eclipse;Visual Studio Code,Linux-based,,,Hobby;Contribute to open-source projects,,,,,
5053,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)",10 to 19 employees,,6-8 years,Full-stack developer,,Java;SQL,Java;SQL,PostgreSQL,PostgreSQL,Android;WordPress;Firebase,Android;Firebase,,TensorFlow,Android Studio;Eclipse;Notepad++;RStudio;Sublime Text,Windows,,,Hobby;Contribute to open-source projects,,,,,
5223,Employed full-time,Some college/university study without earning a degree,10 to 19 employees,3-5 years,3-5 years,Front-end developer;Mobile developer,11232.0,Java;JavaScript;Objective-C;HTML;CSS,Go;JavaScript;Python;TypeScript;Kotlin,,,Android;iOS,Android,React,React,Android Studio,MacOS,25 - 34 years old,Male,Contribute to open-source projects,,,,,
5233,Employed full-time,"Bachelor’s degree (BA, BS, B.Eng., etc.)","5,000 to 9,999 employees",3-5 years,6-8 years,Back-end developer;Designer;Front-end developer;Full-stack developer;Game or graphics developer;QA or test developer,,Java;JavaScript;HTML;CSS;Bash/Shell,JavaScript;TypeScript;HTML;CSS,MongoDB;Redis;SQL Server;MySQL;PostgreSQL;Oracle,MongoDB;Redis;Oracle;Google Cloud Storage,Arduino,Gaming console;Firebase,Angular,Angular;Node.js;Cordova;Spring,Eclipse;IntelliJ,Windows,,,Hobby;Contribute to open-source projects,,,,,
5253,Employed full-time,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","1,000 to 4,999 employees",,3-5 years,Back-end developer;Front-end developer;Full-stack developer;Mobile developer;Student,,Java;JavaScript;SQL;TypeScript;HTML;CSS,Kotlin,SQL Server;MySQL;Oracle;Memcached,"MongoDB;Amazon DynamoDB;Microsoft Azure (Tables, CosmosDB, SQL, etc);Google Cloud Storage",Android;Heroku,AWS;Azure;Google Cloud Platform/App Engine;Firebase,Angular;Node.js,React,Android Studio;Atom;Eclipse;Notepad++;Visual Studio Code,Windows,,,Hobby;Contribute to open-source projects,,,,,
