ResponseId,MainBranch,Employment,EdLevel,OrgSize,YearsCodePro,YearsCode,DevType,ConvertedCompYearly,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,Age,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,CodingActivities,Gender
2107,I am a developer by profession,"Not employed, but looking for work","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,7,"Engineer, data",,C#;HTML/CSS;JavaScript;SQL;TypeScript,HTML/CSS;Python;SQL,Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Amazon Web Services (AWS);Digital Ocean;Vercel,Amazon Web Services (AWS);Digital Ocean;Microsoft Azure,Next.js;Node.js;React;WordPress,,Jupyter Notebook/JupyterLab;PyCharm;Sublime Text;Visual Studio Code,Jupyter Notebook/JupyterLab;PyCharm;Sublime Text;Visual Studio Code,Ubuntu,25-34 years old,NumPy;Pandas,Apache Spark;Hadoop;NumPy;Pandas,,
2112,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Not employed, but looking for work","Associate degree (A.A., A.S., etc.)",,,10,"Developer, back-end",,HTML/CSS;JavaScript;SQL;TypeScript,Go;Java;JavaScript;Kotlin;Rust;SQL;TypeScript,MongoDB;MySQL;PostgreSQL;Redis,Dynamodb;Elasticsearch;Firebird;MongoDB;MySQL;PostgreSQL;Redis,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Google Cloud;Microsoft Azure;Vercel,Express;NestJS;Node.js;WordPress,Express;Fastify;NestJS;Node.js;React;Spring Boot,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu;Windows Subsystem for Linux (WSL),25-34 years old,,,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses;Freelance/contract work,
2173,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",2 to 9 employees,1,3,Other (please specify):,,C;C#;Cobol,C;C#;Cobol,SQLite,SQLite,Cloudflare;Digital Ocean;Vercel,Cloudflare,ASP.NET CORE;Blazor;Next.js,ASP.NET CORE;Blazor;Deno;Svelte,Rider,Fleet;Rider,MacOS;Windows,25-34 years old,.NET (5+) ;Electron;Flutter,.NET (5+) ;.NET MAUI,Hobby;Contribute to open-source projects;Bootstrapping a business;Freelance/contract work,
2261,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,25,27,"Developer, desktop or enterprise applications",,Delphi;Java;Objective-C;Ruby;SQL,Go;Java;Ruby;SQL,Oracle;PostgreSQL;SQLite,PostgreSQL;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS),jQuery,,"Android Studio;Kate;Rad Studio (Delphi, C++ Builder);Visual Studio Code;Xcode",Android Studio;Kate;Visual Studio Code;Xcode,Other (Please Specify):,35-44 years old,Spring Framework,Spring Framework,I don’t code outside of work,
2323,I am a developer by profession,"Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,16,,,Assembly;C;C++;Haskell;Objective-C,Assembly;Haskell,,,,,,,Visual Studio Code,Visual Studio Code,Fedora;MacOS,25-34 years old,,,,
2338,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",32,35,"Developer, embedded applications or devices",,Assembly;Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;JavaScript;PHP;Python,Bash/Shell (all shells);C;C++;GDScript;HTML/CSS;JavaScript;PHP,Firebird;MariaDB;Microsoft SQL Server;MySQL;SQLite,MariaDB;SQLite,Amazon Web Services (AWS);OpenStack,Amazon Web Services (AWS),jQuery;WordPress,,Sublime Text;Vim,Sublime Text;Vim,Arch;Other Linux-based;Windows,45-54 years old,OpenGL;Qt,Opencv;OpenGL;Qt,Hobby;Contribute to open-source projects;Freelance/contract work,
2353,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",500 to 999 employees,5,8,Academic researcher,,JavaScript,C#;Go;JavaScript,PostgreSQL;SQLite,MongoDB;PostgreSQL,Firebase;Google Cloud,Firebase;Google Cloud,Node.js;React,Node.js;React,Visual Studio Code,Visual Studio Code,Ubuntu;Windows,25-34 years old,,,Hobby,
2379,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","5,000 to 9,999 employees",5,6,"Developer, front-end",40575.0,Bash/Shell (all shells);HTML/CSS;JavaScript;SQL;TypeScript,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;TypeScript,Firebase Realtime Database;MySQL;PostgreSQL;Supabase,MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Firebase;Google Cloud;Netlify;Vercel,Google Cloud;Netlify;Vercel,Angular;jQuery;Next.js;React;Solid.js,Angular;Qwik;React;Solid.js;Svelte,Visual Studio Code,Visual Studio;Visual Studio Code,Android;MacOS,35-44 years old,React Native,React Native,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,
2399,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,13,17,"Developer, full-stack",,HTML/CSS;JavaScript;PHP;Python,HTML/CSS;JavaScript;PHP;Python,Firebase Realtime Database;MariaDB;MongoDB;MySQL,MongoDB,Amazon Web Services (AWS);Firebase;Google Cloud,Amazon Web Services (AWS),Express;jQuery;Node.js,jQuery;Node.js,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,IPython;Jupyter Notebook/JupyterLab;Visual Studio Code,Ubuntu;Windows,35-44 years old,NumPy;Pandas,NumPy;Pandas,I don’t code outside of work,
2470,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Some college/university study without earning a degree,2 to 9 employees,22,28,"Developer, full-stack",8115.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL,TypeScript,Microsoft SQL Server;MySQL;SQLite,Elasticsearch;Solr;SQLite,Amazon Web Services (AWS);Digital Ocean,"Linode, now Akamai;Microsoft Azure;Vercel",Django;Flask;Node.js;React;Vue.js;WordPress,ASP.NET CORE;Next.js,Nano;TextMate;Vim;Visual Studio Code,,Red Hat;Ubuntu,35-44 years old,Electron;TensorFlow,Opencv,Hobby;Professional development or self-paced learning from online courses,
2611,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",100 to 499 employees,10,11,"Engineer, data",44633.0,Bash/Shell (all shells);C;C#;C++;Delphi;Java;JavaScript;PHP;PowerShell;Python;R;SQL;TypeScript;VBA;Visual Basic (.Net),Bash/Shell (all shells);C;C#;Go;Julia;Kotlin;Python;R;Ruby;Rust;Scala;SQL;TypeScript,BigQuery;Cosmos DB;Elasticsearch;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Neo4J;Oracle;PostgreSQL;Redis;SQLite,BigQuery;Cassandra;Dynamodb;Elasticsearch;Firebird;MongoDB;Neo4J;PostgreSQL;Redis,Digital Ocean;Google Cloud;Microsoft Azure,Amazon Web Services (AWS);Firebase;Google Cloud;Heroku;IBM Cloud Or Watson;Microsoft Azure,Angular;AngularJS;ASP.NET;ASP.NET CORE;Blazor;FastAPI;Flask;jQuery;Node.js;WordPress,ASP.NET CORE;FastAPI;Node.js;React;Ruby on Rails;Vue.js,"Android Studio;Atom;CLion;Code::Blocks;DataGrip;Eclipse;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Nano;Netbeans;Notepad++;PyCharm;Rad Studio (Delphi, C++ Builder);Rider;RStudio;Spyder;Sublime Text;Vim;Visual Studio;Visual Studio Code",DataGrip;IntelliJ IDEA;Jupyter Notebook/JupyterLab;Visual Studio;Visual Studio Code;VSCodium,Ubuntu;Windows;Windows Subsystem for Linux (WSL),25-34 years old,.NET (5+) ;.NET Framework (1.0 - 4.8);Ionic;Keras;NumPy;Opencv;Pandas;RabbitMQ;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch;Xamarin,.NET (5+) ;.NET MAUI;Apache Kafka;Apache Spark;CUDA;Flutter;Hadoop;Keras;NumPy;Pandas;RabbitMQ;React Native;Scikit-Learn;TensorFlow;Tidyverse;Torch/PyTorch,Hobby;Professional development or self-paced learning from online courses,
2800,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",20 to 99 employees,1,9,"Developer, full-stack",15216.0,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript,PostgreSQL,PostgreSQL;Redis;SQLite,Amazon Web Services (AWS),Amazon Web Services (AWS);Vercel,Angular;FastAPI;Flask,Angular;FastAPI;Flask;Node.js;Qwik;React,Jupyter Notebook/JupyterLab;Visual Studio Code,Jupyter Notebook/JupyterLab;Visual Studio Code,Windows;Windows Subsystem for Linux (WSL),25-34 years old,NumPy;Pandas;Scikit-Learn,NumPy;Pandas,Hobby,
2818,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, part-time;Student, part-time",Some college/university study without earning a degree,,,6,Other (please specify):,,C++;HTML/CSS;Java;JavaScript;Python;SQL,HTML/CSS;Java;JavaScript;SQL,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis,Cloudflare;Heroku,Amazon Web Services (AWS);Cloudflare,Django;Express;jQuery;NestJS;Next.js;Node.js;React,Express;jQuery;NestJS;Next.js;Node.js;React,Android Studio;Jupyter Notebook/JupyterLab;Sublime Text,Android Studio;Sublime Text,Android;iOS;Windows,18-24 years old,Electron;NumPy;Opencv;Pandas;Qt;React Native,Electron;NumPy;Opencv;Pandas;React Native,Hobby;Professional development or self-paced learning from online courses;School or academic work,
2878,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,10 to 19 employees,4,13,"Developer, embedded applications or devices",10225.0,C,Assembly;Bash/Shell (all shells);C;C++,,,,,,,Vim;Visual Studio Code,Vim;Visual Studio Code,Ubuntu;Windows,25-34 years old,,,I don’t code outside of work,
2991,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",40,40,"Developer, desktop or enterprise applications",,C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,C;C#;C++;F#;Lua;Nim;SQL;TypeScript;Zig,MariaDB;SQLite,MariaDB;PostgreSQL;SQLite,Managed Hosting,Managed Hosting,ASP.NET CORE;Blazor,ASP.NET CORE;Blazor;Deno,Notepad++;PhpStorm;Visual Studio Code,Notepad++;Rider,Red Hat;Windows,45-54 years old,.NET (5+) ,.NET (5+) ;.NET MAUI;Xamarin,Hobby;Contribute to open-source projects;Freelance/contract work,
3036,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Not employed, but looking for work;Student, part-time",Something else,,,3,Student,,Dart;HTML/CSS;JavaScript,Dart;Go;HTML/CSS;JavaScript;TypeScript,,,Firebase,Firebase;Netlify,Express;Next.js;Node.js;React,Deno;Next.js;Node.js;Nuxt.js;React;Solid.js;Vue.js,Android Studio;Eclipse;IntelliJ IDEA;Visual Studio Code,Visual Studio Code,Android;Windows,18-24 years old,Flutter,Flutter;React Native,,
3112,I am a developer by profession,"Employed, full-time","Associate degree (A.A., A.S., etc.)",500 to 999 employees,22,24,"Developer, back-end",107524.0,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Lua;Perl;Python;Rust;SQL;TypeScript,Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;TypeScript,Cassandra;MongoDB;PostgreSQL;SQLite,Dynamodb;MongoDB;PostgreSQL;SQLite,Amazon Web Services (AWS);Google Cloud;Heroku;Netlify;Vercel,Amazon Web Services (AWS);Google Cloud;Vercel,Express;Next.js;Node.js;React;Spring Boot;Svelte;Vue.js,Express;Next.js;Node.js;React,Neovim;Notepad++;Vim;Visual Studio Code,Neovim;Vim;Visual Studio Code,MacOS;Other Linux-based;Red Hat;Ubuntu,35-44 years old,RabbitMQ;Spring Framework,,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,
3114,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,9,12,"Developer, full-stack",16798.0,Dart;JavaScript;Python;TypeScript,JavaScript;Python;TypeScript,Cloud Firestore;Firebase Realtime Database,MongoDB;PostgreSQL;Redis,Cloudflare;Firebase;Google Cloud;VMware,Cloudflare;Firebase;Google Cloud;OVH,Flask;Node.js,Angular;Django;Flask;Node.js,Android Studio;Nano;Notepad++;Visual Studio Code,Nano;Notepad++;Visual Studio Code,Debian;Windows,18-24 years old,Flutter;NumPy,,Hobby;School or academic work,
3139,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Employed, full-time","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","5,000 to 9,999 employees",33,38,Educator,,C;Prolog;Python,C;Prolog;Python,,,,,,,,,Windows,55-64 years old,,,School or academic work,
3156,I am a developer by profession,"Employed, full-time",Some college/university study without earning a degree,"10,000 or more employees",5,8,"Developer, front-end",4382.0,HTML/CSS;JavaScript;Lua;SQL;TypeScript,C;C++;Dart;Go;HTML/CSS;JavaScript;Lua;Rust;SQL;TypeScript,Cloud Firestore;PostgreSQL,MongoDB;PostgreSQL;Redis;SQLite,Digital Ocean;Firebase;Google Cloud;Vercel,Amazon Web Services (AWS);Digital Ocean;Vercel,Express;Next.js;Node.js;React,NestJS;Next.js;Node.js;React;Solid.js;Svelte,DataGrip;IntelliJ IDEA;Neovim;Visual Studio Code;VSCodium,DataGrip;IntelliJ IDEA;Rider;Visual Studio Code;VSCodium,Arch;Windows,25-34 years old,,,Hobby;Contribute to open-source projects;Professional development or self-paced learning from online courses,
3242,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Just me - I am a freelancer, sole proprietor, etc.",9,12,"Developer, mobile",58428.0,Kotlin,,SQLite,,,,,,Android Studio,Android Studio,Android;MacOS,25-34 years old,,,I don’t code outside of work,
3243,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","1,000 to 4,999 employees",6,8,Other (please specify):,50719.0,C#;JavaScript;SQL,C#;C++;Dart;Go;Python;Rust,Dynamodb;Microsoft SQL Server;MySQL;PostgreSQL,Dynamodb;MongoDB,Amazon Web Services (AWS),Amazon Web Services (AWS),ASP.NET CORE,Angular;ASP.NET CORE;Blazor;FastAPI;Fastify;Flask;Node.js,Visual Studio Code,Visual Studio Code,Windows,25-34 years old,.NET (5+) ,.NET (5+) ;.NET MAUI;Flutter,Hobby;Contribute to open-source projects;Bootstrapping a business;Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work,
3314,I am a developer by profession,"Employed, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","5,000 to 9,999 employees",5,9,Other (please specify):,19233.0,C#;Clojure;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,,BigQuery;Datomic;Firebird;MySQL;PostgreSQL,,Amazon Web Services (AWS);Microsoft Azure,,Angular;Node.js;Spring Boot,,Android Studio;IntelliJ IDEA;Notepad++;PyCharm;Visual Studio,,,25-34 years old,Flutter,,Hobby;Bootstrapping a business;Professional development or self-paced learning from online courses,
3351,I am a developer by profession,"Employed, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",20 to 99 employees,15,18,"Developer, full-stack",,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,,Elasticsearch;MySQL;PostgreSQL;SQLite,,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Heroku,,Django;Express;Next.js;Node.js;React,,Notepad++;PyCharm;Visual Studio Code;Xcode,,Android;iOS;MacOS;Windows,25-34 years old,React Native,,Hobby;Professional development or self-paced learning from online courses;Freelance/contract work,
3375,I am a developer by profession,"Independent contractor, freelancer, or self-employed;Employed, part-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",2 to 9 employees,8,8,"Developer, full-stack",7304.0,Dart;HTML/CSS;JavaScript;PHP,Dart;HTML/CSS;JavaScript;PHP,MariaDB;MongoDB;MySQL,Cosmos DB;MariaDB;MongoDB;MySQL;Redis,Amazon Web Services (AWS);Cloudflare;Firebase;Heroku;Vercel,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;OVH;Vercel,Laravel;Node.js;Nuxt.js;Vue.js;WordPress,Laravel;Node.js;Nuxt.js;React;Vue.js;WordPress,Android Studio;Visual Studio Code,Android Studio;PhpStorm;Visual Studio Code,Android;Ubuntu,25-34 years old,,,Bootstrapping a business;Freelance/contract work,
3377,I am a developer by profession,"Employed, full-time;Student, full-time","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",,,5,"Developer, back-end",,Dart;HTML/CSS;JavaScript;PHP;Python;SQL,C;C++;Dart;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL;Swift;TypeScript,MariaDB;MySQL,DuckDB;MariaDB;MongoDB;MySQL,,,Laravel;Vue.js,Svelte;Vue.js,Android Studio;Visual Studio Code;VSCodium,Android Studio;Visual Studio Code;VSCodium,Android;Windows;Windows Subsystem for Linux (WSL),18-24 years old,Flutter,Flutter;SwiftUI,Hobby;Professional development or self-paced learning from online courses;School or academic work,
3381,I am a developer by profession,"Employed, part-time;Student, part-time","Associate degree (A.A., A.S., etc.)",,,5,"Developer, back-end",,C;C#;C++;Go;Java;JavaScript;PHP;SQL,C#;C++;Go;Java;JavaScript;Kotlin;Ruby;Rust;SQL;Zig,Cassandra;Dynamodb;H2;MariaDB;MySQL;PostgreSQL;Redis;SQLite,Cassandra;H2;Microsoft SQL Server;Neo4J;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Heroku,"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Linode, now Akamai;Vercel;VMware",ASP.NET;ASP.NET CORE;Blazor;Express;Laravel;Node.js;Spring Boot;Svelte;Vue.js,Angular;ASP.NET;ASP.NET CORE;Django;Express;Node.js;Phoenix;Spring Boot;Vue.js,Android Studio;Code::Blocks;IntelliJ IDEA;Visual Studio;Visual Studio Code,Visual Studio Code,Android;Windows;Windows Subsystem for Linux (WSL),18-24 years old,.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;Electron;Flutter;Quarkus;RabbitMQ;Spring Framework,.NET (5+) ;.NET Framework (1.0 - 4.8);Apache Kafka;Apache Spark;Flutter;Opencv;OpenGL;Pandas;RabbitMQ;Spring Framework;TensorFlow;Torch/PyTorch,Hobby;Bootstrapping a business;Freelance/contract work,
3426,I am a developer by profession,"Employed, full-time","Associate degree (A.A., A.S., etc.)","5,000 to 9,999 employees",20,25,"Developer, full-stack",45073.0,Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Rust;SQL;TypeScript,C;C++;HTML/CSS;Kotlin;Rust;SQL;TypeScript;Zig,Oracle,PostgreSQL;SQLite,,,jQuery;Lit;Node.js;React;Svelte;Vue.js,Express;Node.js;Vue.js,Atom;Eclipse;Geany;Kate;Nano;Notepad++;Sublime Text;Vim;Visual Studio;Visual Studio Code,Android Studio;Eclipse;Vim;Visual Studio;Visual Studio Code,Ubuntu,35-44 years old,Electron;Tauri,OpenGL,Hobby;Contribute to open-source projects,
3451,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Student, full-time","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",,,7,,,Fortran;R,JavaScript;Python;R;SQL,,,Netlify,Netlify,,,Notepad++;RStudio;Visual Studio Code,Notepad++;RStudio;Visual Studio Code,Ubuntu,35-44 years old,Tidyverse,Tidyverse,,
3452,I am a developer by profession,"Employed, full-time","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",100 to 499 employees,4,8,DevOps specialist,13998.0,Bash/Shell (all shells);PHP;PowerShell;Python,Bash/Shell (all shells);Go;Python,MySQL;Redis,Dynamodb;Elasticsearch;MongoDB;PostgreSQL;Redis,Amazon Web Services (AWS);Digital Ocean,Amazon Web Services (AWS);Digital Ocean;Google Cloud,,,Visual Studio Code,Visual Studio Code,MacOS,18-24 years old,,,Hobby;Professional development or self-paced learning from online courses;School or academic work,
3501,I am a developer by profession,"Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,12,14,"Developer, full-stack",12173.0,C#;HTML/CSS;JavaScript;SQL,C#;Elixir;JavaScript;SQL,Microsoft SQL Server,Cassandra;Elasticsearch;Microsoft SQL Server;Neo4J;PostgreSQL;Redis,Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET CORE,Angular;ASP.NET CORE;Phoenix,IntelliJ IDEA;Notepad++;Rider;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,25-34 years old,.NET (5+) ,.NET (5+) ;Apache Kafka;Hadoop;RabbitMQ;TensorFlow,Hobby;Professional development or self-paced learning from online courses,
3565,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",100 to 499 employees,16,18,"Developer, mobile",120000.0,JavaScript;Kotlin,Dart;JavaScript;Kotlin;Swift;TypeScript,Firebase Realtime Database;SQLite,Firebase Realtime Database;SQLite,Firebase,Firebase;Google Cloud;Vercel,,,Android Studio;Visual Studio Code;Xcode,Android Studio;Visual Studio Code;Xcode,Android;iOS;MacOS,35-44 years old,,,Professional development or self-paced learning from online courses,
